risk_rank,txn_id,invoice,invoice_date,customer_id,country,stock_code,description,quantity,price,amount,composite_risk,risk_band,rule_flag_names,if_pct,suggested_procedure
4054,TXN-00385941,527104,2010-10-14 17:09:00,14911,Eire,22731,3D CHRISTMAS STAMPS STICKERS,18.0,1.25,22.5,0.68046,HIGH,,0.96092,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4055,TXN-00672519,552287,2011-05-08 13:19:00,17705,United Kingdom,22192,BLUE DINER WALL CLOCK,2.0,8.5,17.0,0.680458,HIGH,ROUND_NUMBER,0.84092,Inspect for evidence of manual entry; agree to third-party documentation.
4056,TXN-00958397,576543,2011-11-15 12:50:00,13236,United Kingdom,35953,FOLKART STAR CHRISTMAS DECORATIONS,48.0,0.38999998569488525,18.72,0.680448,HIGH,HIGH_QUANTITY,0.8409,Agree quantity to despatch note and inventory records.
4057,TXN-00970706,577355,2011-11-18 15:53:00,14911,Eire,71459,HANGING JAM JAR T-LIGHT HOLDERS,24.0,0.8500000238418579,20.4,0.680445,HIGH,,0.96089,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4058,TXN-00453234,532993,2010-11-15 14:26:00,14156,Eire,21931,JUMBO STORAGE BAG SUKI,10.0,1.9500000476837158,19.5,0.68043,HIGH,,0.96086,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4059,TXN-00389488,527381,2010-10-17 12:56:00,16124,United Kingdom,22187,GREEN CHRISTMAS TREE CARD HOLDER,8.0,4.25,34.0,0.680428,HIGH,ROUND_NUMBER,0.84086,Inspect for evidence of manual entry; agree to third-party documentation.
4060,TXN-00651394,550299,2011-04-15 16:46:00,17389,United Kingdom,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6.0,1.25,7.5,0.68041,HIGH,,0.96082,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4061,TXN-00044987,493536,2010-01-04 15:29:00,17841,United Kingdom,21985,PACK OF 12 HEARTS DESIGN TISSUES,5.0,0.28999999165534973,1.45,0.6804,HIGH,,0.9608,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4062,TXN-00090400,498055,2010-02-16 12:11:00,14669,United Kingdom,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48.0,0.20999999344348907,10.08,0.680398,HIGH,HIGH_QUANTITY,0.8408,Agree quantity to despatch note and inventory records.
4063,TXN-00453227,532993,2010-11-15 14:26:00,14156,Eire,21844,RED RETROSPOT MUG,6.0,2.950000047683716,17.7,0.68036,HIGH,,0.96072,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4064,TXN-00776969,561897,2011-07-31 15:24:00,17841,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2.0,1.649999976158142,3.3,0.68035,HIGH,,0.9607,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4065,TXN-00382742,526845,2010-10-13 12:18:00,17511,United Kingdom,21535,RED RETROSPOT SMALL MILK JUG,48.0,2.0999999046325684,100.8,0.68034,HIGH,,0.96068,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4066,TXN-00316393,520724,2010-08-29 15:07:00,17841,United Kingdom,21181,PLEASE ONE PERSON METAL SIGN,4.0,2.0999999046325684,8.4,0.68032,HIGH,,0.96064,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4067,TXN-00195189,508483,2010-05-16 12:51:00,17841,United Kingdom,20750,RED/WHITE DOT MINI CASES,1.0,7.949999809265137,7.95,0.6803,HIGH,,0.9606,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4068,TXN-00271312,516192,2010-07-19 09:46:00,15078,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20.0,1.9500000476837158,39.0,0.680288,HIGH,ROUND_NUMBER,0.84058,Inspect for evidence of manual entry; agree to third-party documentation.
4069,TXN-00309391,520023,2010-08-23 12:27:00,13999,United Kingdom,21621,VINTAGE UNION JACK BUNTING,4.0,8.5,34.0,0.680278,HIGH,ROUND_NUMBER,0.84056,Inspect for evidence of manual entry; agree to third-party documentation.
4070,TXN-00866519,569459,2011-10-04 11:33:00,16713,United Kingdom,22191,IVORY DINER WALL CLOCK,4.0,8.5,34.0,0.680228,HIGH,ROUND_NUMBER,0.84046,Inspect for evidence of manual entry; agree to third-party documentation.
4071,TXN-00184493,507216,2010-05-06 18:01:00,16126,United Kingdom,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12.0,1.25,15.0,0.680198,HIGH,ROUND_NUMBER,0.8404,Inspect for evidence of manual entry; agree to third-party documentation.
4072,TXN-00964931,576880,2011-11-16 17:03:00,14911,Eire,22621,TRADITIONAL KNITTING NANCY,12.0,1.649999976158142,19.8,0.68019,HIGH,,0.96038,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4073,TXN-00040477,492784,2009-12-18 17:24:00,17841,United Kingdom,84526,GIANT BLACK SUNGLASSES,1.0,1.9500000476837158,1.95,0.68018,HIGH,,0.96036,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4074,TXN-00873634,569917,2011-10-06 17:02:00,17453,United Kingdom,22699,ROSES REGENCY TEACUP AND SAUCER,24.0,2.549999952316284,61.2,0.680178,HIGH,SPLIT_AMOUNT,0.84036,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4075,TXN-00032568,492176,2009-12-15 15:21:00,17841,United Kingdom,22049,WRAP CHRISTMAS SCREEN PRINT,25.0,0.41999998688697815,10.5,0.68017,HIGH,,0.96034,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4076,TXN-00943530,575491,2011-11-09 17:47:00,15531,United Kingdom,22610,PENS ASSORTED FUNNY FACE,36.0,0.1899999976158142,6.84,0.680168,HIGH,HIGH_QUANTITY,0.84034,Agree quantity to despatch note and inventory records.
4077,TXN-00316406,520724,2010-08-29 15:07:00,17841,United Kingdom,22088,PAPER BUNTING COLOURED LACE,2.0,2.950000047683716,5.9,0.68016,HIGH,,0.96032,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4078,TXN-00683342,553204,2011-05-15 16:13:00,16877,United Kingdom,84192,ASSORTED COLOUR METAL CAT,2.0,1.25,2.5,0.680158,HIGH,DUPLICATE_INVOICE,0.84032,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
4079,TXN-00040463,492784,2009-12-18 17:24:00,17841,United Kingdom,46000M,POLYESTER FILLER PAD 45x45cm,1.0,1.5499999523162842,1.55,0.68015,HIGH,,0.9603,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4080,TXN-00576485,543273,2011-02-06 11:29:00,16456,United Kingdom,20713,JUMBO BAG OWLS,20.0,1.9500000476837158,39.0,0.680148,HIGH,ROUND_NUMBER,0.8403,Inspect for evidence of manual entry; agree to third-party documentation.
4081,TXN-00277672,516896,2010-07-23 16:54:00,18132,United Kingdom,16156S,WRAP PINK FAIRY CAKES,25.0,0.41999998688697815,10.5,0.680138,HIGH,HIGH_QUANTITY,0.84028,Agree quantity to despatch note and inventory records.
4082,TXN-00974790,577600,2011-11-21 08:28:00,14447,United Kingdom,21914,BLUE HARMONICA IN BOX,12.0,1.25,15.0,0.680118,HIGH,ROUND_NUMBER,0.84024,Inspect for evidence of manual entry; agree to third-party documentation.
4083,TXN-01001823,579516,2011-11-29 17:52:00,17841,United Kingdom,22439,6 ROCKET BALLOONS,1.0,0.6499999761581421,0.65,0.68011,HIGH,,0.96022,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4084,TXN-00432396,531371,2010-11-07 15:31:00,12867,United Kingdom,22756,LARGE YELLOW BABUSHKA NOTEBOOK,12.0,1.25,15.0,0.680108,HIGH,ROUND_NUMBER,0.84022,Inspect for evidence of manual entry; agree to third-party documentation.
4085,TXN-00499028,536779,2010-12-02 15:08:00,15823,United Kingdom,BANK CHARGES,Bank Charges,1.0,15.0,15.0,0.680098,HIGH,ROUND_NUMBER,0.8402,Inspect for evidence of manual entry; agree to third-party documentation.
4086,TXN-00686211,553540,2011-05-17 15:32:00,17511,United Kingdom,22814,CARD PARTY GAMES,72.0,0.36000001430511475,25.92,0.680085,HIGH,,0.96017,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4087,TXN-00686214,553540,2011-05-17 15:32:00,17511,United Kingdom,22819,"BIRTHDAY CARD, RETRO SPOT",72.0,0.36000001430511475,25.92,0.680085,HIGH,,0.96017,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4088,TXN-00933644,574707,2011-11-06 14:08:00,17107,United Kingdom,23188,VINTAGE  2 METRE FOLDING RULER,2.0,1.649999976158142,3.3,0.680078,HIGH,DUPLICATE_INVOICE,0.84016,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
4089,TXN-01016638,580727,2011-12-05 17:17:00,14096,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18.0,5.789999961853027,104.22,0.68006,HIGH,,0.96012,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4090,TXN-00863389,569234,2011-10-02 15:33:00,17841,United Kingdom,21578,WOODLAND DESIGN  COTTON TOTE BAG,2.0,2.25,4.5,0.68005,HIGH,,0.9601,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4091,TXN-00040436,492784,2009-12-18 17:24:00,17841,United Kingdom,21260,FIRST AID TIN,1.0,3.25,3.25,0.68003,HIGH,,0.96006,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4092,TXN-00059733,494798,2010-01-18 14:32:00,17773,United Kingdom,21463,MIRRORED DISCO BALL,8.0,5.949999809265137,47.6,0.680028,HIGH,SPLIT_AMOUNT,0.84006,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4093,TXN-00060818,494875,2010-01-19 12:31:00,17511,United Kingdom,22030,SWALLOWS GREETING CARD,72.0,0.36000001430511475,25.92,0.68002,HIGH,,0.96004,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4094,TXN-00000555,489522,2009-12-01 11:45:00,15998,United Kingdom,79341,WILLOW BRANCH LIGHTS.,6.0,6.75,40.5,0.680018,HIGH,SPLIT_AMOUNT,0.84004,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4095,TXN-00827366,566296,2011-09-11 15:47:00,17841,United Kingdom,82567,"AIRLINE LOUNGE,METAL SIGN",1.0,2.0999999046325684,2.1,0.68,HIGH,,0.96,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4096,TXN-00863409,569234,2011-10-02 15:33:00,17841,United Kingdom,22212,FOUR HOOK  WHITE LOVEBIRDS,1.0,2.0999999046325684,2.1,0.68,HIGH,,0.96,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4097,TXN-00974417,577549,2011-11-20 15:00:00,17841,United Kingdom,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1.0,2.0999999046325684,2.1,0.68,HIGH,,0.96,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4098,TXN-00200205,509033,2010-05-19 17:49:00,15879,United Kingdom,21629,SQUARE FLOOR CUSHION VINTAGE RED,6.0,7.949999809265137,47.7,0.679978,HIGH,SPLIT_AMOUNT,0.83996,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4099,TXN-00762776,560602,2011-07-20 08:48:00,13629,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,6.0,5.949999809265137,35.7,0.67995,HIGH,,0.9599,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4100,TXN-00941202,575202,2011-11-09 10:14:00,13018,United Kingdom,23326,HANGING MINI COLOURED BOTTLES,48.0,0.6299999952316284,30.24,0.679908,HIGH,HIGH_QUANTITY,0.83982,Agree quantity to despatch note and inventory records.
4101,TXN-00088857,497918,2010-02-14 15:22:00,17841,United Kingdom,20897,VINTAGE NOTEBOOK PARIS DAYS,1.0,2.950000047683716,2.95,0.679905,HIGH,,0.95981,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4102,TXN-00088894,497918,2010-02-14 15:22:00,17841,United Kingdom,22117,METAL SIGN HER DINNER IS SERVED,1.0,2.950000047683716,2.95,0.679905,HIGH,,0.95981,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4103,TXN-00582232,543816,2011-02-13 15:26:00,17841,United Kingdom,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1.0,2.950000047683716,2.95,0.679905,HIGH,,0.95981,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4104,TXN-00903375,572306,2011-10-23 15:11:00,17841,United Kingdom,22358,KINGS CHOICE TEA CADDY,1.0,2.950000047683716,2.95,0.679905,HIGH,,0.95981,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4105,TXN-00883474,570717,2011-10-12 10:35:00,17173,United Kingdom,23126,FELTCRAFT GIRL AMELIE KIT,12.0,4.949999809265137,59.4,0.679898,HIGH,SPLIT_AMOUNT,0.8398,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4106,TXN-00786803,562770,2011-08-09 11:56:00,17139,United Kingdom,48129,DOORMAT TOPIARY,10.0,6.75,67.5,0.679888,HIGH,SPLIT_AMOUNT,0.83978,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4107,TXN-00611858,546438,2011-03-14 09:59:00,15125,United Kingdom,22328,ROUND SNACK BOXES SET OF 4 FRUITS,48.0,2.549999952316284,122.4,0.67987,HIGH,,0.95974,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4108,TXN-00088884,497918,2010-02-14 15:22:00,17841,United Kingdom,21931,JUMBO STORAGE BAG SUKI,2.0,1.9500000476837158,3.9,0.67983,HIGH,,0.95966,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4109,TXN-00045300,493667,2010-01-05 12:13:00,13253,United Kingdom,21043,APRON MODERN VINTAGE COTTON,30.0,1.9500000476837158,58.5,0.679818,HIGH,SPLIT_AMOUNT,0.83964,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4110,TXN-00684738,553390,2011-05-16 16:41:00,17841,United Kingdom,21917,SET 12 KIDS  WHITE CHALK STICKS,2.0,0.41999998688697815,0.84,0.67981,HIGH,,0.95962,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4111,TXN-00655448,550514,2011-04-18 16:49:00,14631,United Kingdom,21888,BINGO SET,4.0,3.75,15.0,0.679808,HIGH,ROUND_NUMBER,0.83962,Inspect for evidence of manual entry; agree to third-party documentation.
4112,TXN-00877440,570242,2011-10-09 15:40:00,16380,United Kingdom,21014,SWISS CHALET TREE DECORATION,48.0,0.28999999165534973,13.92,0.67978,HIGH,,0.95956,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4113,TXN-00880971,570502,2011-10-11 09:24:00,14744,United Kingdom,23252,VINTAGE RED ENAMEL TRIM JUG,4.0,3.75,15.0,0.679778,HIGH,ROUND_NUMBER,0.83956,Inspect for evidence of manual entry; agree to third-party documentation.
4114,TXN-00281202,517238,2010-07-27 14:04:00,17841,United Kingdom,21843,RED RETROSPOT CAKE STAND,1.0,10.949999809265137,10.95,0.67977,HIGH,,0.95954,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4115,TXN-00429465,531123,2010-11-05 13:03:00,14911,Eire,22561,WOODEN SCHOOL COLOURING SET,24.0,1.649999976158142,39.6,0.67975,HIGH,,0.9595,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4116,TXN-00052288,494240,2010-01-12 15:50:00,16858,United Kingdom,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",24.0,1.9500000476837158,46.8,0.679748,HIGH,SPLIT_AMOUNT,0.8395,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4117,TXN-00237858,512798,2010-06-18 10:32:00,17389,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24.0,0.949999988079071,22.8,0.67974,HIGH,,0.95948,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4118,TXN-00363839,525090,2010-10-04 08:21:00,18276,United Kingdom,20971,PINK BLUE FELT CRAFT TRINKET BOX,12.0,1.25,15.0,0.679738,HIGH,ROUND_NUMBER,0.83948,Inspect for evidence of manual entry; agree to third-party documentation.
4119,TXN-00737032,558558,2011-06-30 13:17:00,17841,United Kingdom,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1.0,12.75,12.75,0.67973,HIGH,,0.95946,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4120,TXN-00232640,512312,2010-06-15 08:15:00,14841,United Kingdom,21929,JUMBO BAG PINK VINTAGE PAISLEY,20.0,1.9500000476837158,39.0,0.679728,HIGH,ROUND_NUMBER,0.83946,Inspect for evidence of manual entry; agree to third-party documentation.
4121,TXN-00081536,496987,2010-02-05 11:21:00,14607,United Kingdom,21731,RED TOADSTOOL LED NIGHT LIGHT,24.0,1.649999976158142,39.6,0.67971,HIGH,,0.95942,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4122,TXN-00776413,561879,2011-07-31 12:43:00,13722,United Kingdom,23108,SET OF 10 LED DOLLY LIGHTS,4.0,6.25,25.0,0.679698,HIGH,ROUND_NUMBER,0.8394,Inspect for evidence of manual entry; agree to third-party documentation.
4123,TXN-00973639,577526,2011-11-20 13:39:00,16513,United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.0,4.25,17.0,0.679688,HIGH,ROUND_NUMBER,0.83938,Inspect for evidence of manual entry; agree to third-party documentation.
4124,TXN-00230701,512112,2010-06-13 14:40:00,17841,United Kingdom,22421,LIPSTICK PEN FUSCHIA,3.0,0.41999998688697815,1.26,0.67968,HIGH,,0.95936,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4125,TXN-00012284,490472,2009-12-06 09:18:00,16395,United Kingdom,20728,LUNCH BAG CARS BLUE,7.0,5.9,41.3,0.679678,HIGH,SPLIT_AMOUNT,0.83936,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4126,TXN-00512539,537802,2010-12-08 13:11:00,13455,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,5.0,12.75,63.75,0.679668,HIGH,SPLIT_AMOUNT,0.83934,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4127,TXN-00361992,525014,2010-10-03 11:17:00,14911,Eire,71459,HANGING JAM JAR T-LIGHT HOLDER,12.0,0.8500000238418579,10.2,0.67966,HIGH,,0.95932,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4128,TXN-00698824,554937,2011-05-27 13:32:00,15402,United Kingdom,15036,ASSORTED COLOURS SILK FAN,48.0,0.8299999833106995,39.84,0.679658,HIGH,HIGH_QUANTITY,0.83932,Agree quantity to despatch note and inventory records.
4129,TXN-00011236,490302,2009-12-04 14:29:00,17841,United Kingdom,21217,RED SPOTTY ROUND CAKE TINS,2.0,9.949999809265137,19.9,0.67965,HIGH,,0.9593,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4130,TXN-00644908,549575,2011-04-10 16:04:00,13956,United Kingdom,21385,IVORY HANGING DECORATION  HEART,2.0,0.8500000238418579,1.7,0.679638,HIGH,DUPLICATE_INVOICE,0.83928,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
4131,TXN-01001891,579516,2011-11-29 17:52:00,17841,United Kingdom,23355,HOT WATER BOTTLE KEEP CALM,1.0,4.949999809265137,4.95,0.67963,HIGH,,0.95926,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4132,TXN-00014705,490636,2009-12-07 12:08:00,13564,United Kingdom,48111,DOOR MAT 3 SMILEY CATS,4.0,6.75,27.0,0.679618,HIGH,ROUND_NUMBER,0.83924,Inspect for evidence of manual entry; agree to third-party documentation.
4133,TXN-00453980,533029,2010-11-15 16:05:00,17706,United Kingdom,21947,SET OF 6 HEART CHOPSTICKS,12.0,1.25,15.0,0.679608,HIGH,ROUND_NUMBER,0.83922,Inspect for evidence of manual entry; agree to third-party documentation.
4134,TXN-00923536,573913,2011-11-01 15:49:00,17653,United Kingdom,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2.0,8.5,17.0,0.679578,HIGH,ROUND_NUMBER,0.83916,Inspect for evidence of manual entry; agree to third-party documentation.
4135,TXN-00040445,492784,2009-12-18 17:24:00,17841,United Kingdom,21864,UNION JACK FLAG PASSPORT COVER,1.0,2.0999999046325684,2.1,0.67956,HIGH,,0.95912,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4136,TXN-00008293,490075,2009-12-03 14:42:00,18229,United Kingdom,35004P,SET OF 3 PINK FLYING DUCKS,12.0,4.650000095367432,55.8,0.679558,HIGH,SPLIT_AMOUNT,0.83912,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4137,TXN-00449963,532764,2010-11-14 14:07:00,14684,United Kingdom,22153,ANGEL DECORATION STARS ON DRESS,2.0,0.41999998688697815,0.84,0.679528,HIGH,DUPLICATE_INVOICE,0.83906,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
4138,TXN-00995740,535992,2011-11-28 13:23:00,14646,Netherlands,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4.0,500.0,2000.0,0.6795,HIGH,"ROUND_NUMBER, LARGE_AMOUNT, ROUND_DOLLARS",0.999,Obtain the approval matrix; confirm the authorisation limit applicable to this transaction.
4139,TXN-00693303,554157,2011-05-23 11:33:00,18283,United Kingdom,23206,LUNCH BAG APPLE DESIGN,1.0,1.649999976158142,1.65,0.679498,HIGH,DUPLICATE_INVOICE,0.839,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
4140,TXN-00390044,527396,2010-10-17 13:35:00,17373,United Kingdom,22900,SET 2 TEA TOWELS I LOVE LONDON,18.0,2.950000047683716,53.1,0.679488,HIGH,SPLIT_AMOUNT,0.83898,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4141,TXN-00714009,556263,2011-06-09 18:41:00,13969,United Kingdom,22192,BLUE DINER WALL CLOCK,2.0,8.5,17.0,0.679468,HIGH,ROUND_NUMBER,0.83894,Inspect for evidence of manual entry; agree to third-party documentation.
4142,TXN-00684801,553390,2011-05-16 16:41:00,17841,United Kingdom,82581,TOILET METAL SIGN,2.0,0.550000011920929,1.1,0.67945,HIGH,,0.9589,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4143,TXN-00452949,532983,2010-11-15 13:54:00,14911,Eire,20749,ASSORTED COLOUR MINI CASES,2.0,7.949999809265137,15.9,0.67944,HIGH,,0.95888,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4144,TXN-00406779,528921,2010-10-25 14:32:00,15064,United Kingdom,22752,SET 7 BABUSHKA NESTING BOXES,2.0,8.5,17.0,0.679438,HIGH,ROUND_NUMBER,0.83888,Inspect for evidence of manual entry; agree to third-party documentation.
4145,TXN-00922027,573749,2011-11-01 09:26:00,17389,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12.0,1.0399999618530273,12.48,0.67943,HIGH,,0.95886,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4146,TXN-01002543,579553,2011-11-30 10:54:00,14156,Eire,21733,RED HANGING HEART T-LIGHT HOLDER,12.0,2.950000047683716,35.4,0.67942,HIGH,,0.95884,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4147,TXN-00696024,554520,2011-05-24 17:03:00,17841,United Kingdom,22355,CHARLOTTE BAG SUKI DESIGN,1.0,0.8500000238418579,0.85,0.67941,HIGH,,0.95882,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4148,TXN-00706409,555562,2011-06-05 14:45:00,17841,United Kingdom,22227,HANGING HEART MIRROR DECORATION,1.0,0.6499999761581421,0.65,0.67939,HIGH,,0.95878,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4149,TXN-00512220,537780,2010-12-08 12:45:00,17324,United Kingdom,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,26.0,3.75,97.5,0.679378,HIGH,SPLIT_AMOUNT,0.83876,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4150,TXN-00481389,535273,2010-11-25 13:49:00,17989,United Kingdom,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48.0,0.28999999165534973,13.92,0.679358,HIGH,HIGH_QUANTITY,0.83872,Agree quantity to despatch note and inventory records.
4151,TXN-00228355,511886,2010-06-11 10:47:00,16191,United Kingdom,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96.0,1.059999942779541,101.76,0.67935,HIGH,,0.9587,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4152,TXN-00141623,553204,2010-03-30 10:30:00,14911,Eire,22804,CANDLEHOLDER PINK HANGING HEART,20.0,100.0,2000.0,0.67932,HIGH,"ROUND_NUMBER, LARGE_AMOUNT, ROUND_DOLLARS",0.99864,Obtain the approval matrix; confirm the authorisation limit applicable to this transaction.
4153,TXN-00836434,567144,2011-09-16 15:07:00,12871,United Kingdom,21232,STRAWBERRY CERAMIC TRINKET BOX,12.0,1.25,15.0,0.679318,HIGH,ROUND_NUMBER,0.83864,Inspect for evidence of manual entry; agree to third-party documentation.
4154,TXN-00646373,549746,2011-04-12 10:38:00,15251,United Kingdom,22675,FRENCH KITCHEN SIGN BLUE METAL,96.0,1.059999942779541,101.76,0.6793,HIGH,,0.9586,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4155,TXN-00516603,538163,2010-12-09 17:27:00,17841,United Kingdom,22174,PHOTO CUBE,11.0,1.649999976158142,18.15,0.67928,HIGH,,0.95856,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4156,TXN-00920199,573578,2011-10-31 14:13:00,16018,United Kingdom,23215,JINGLE BELL HEART ANTIQUE SILVER,24.0,2.0799999237060547,49.92,0.679278,HIGH,SPLIT_AMOUNT,0.83856,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4157,TXN-00366978,525416,2010-10-05 12:43:00,16525,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,144.0,0.7900000214576721,113.76,0.67927,HIGH,,0.95854,Extend testing across the segment; the item is flagged by population-level analytics rather than item-level attributes.
4158,TXN-00026186,491674,2009-12-13 12:04:00,17593,United Kingdom,85132A,CHARLIE + LOLA BISCUITS TINS,12.0,3.950000047683716,47.4,0.679268,HIGH,SPLIT_AMOUNT,0.83854,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4159,TXN-00826252,566270,2011-09-11 13:40:00,16523,United Kingdom,84030E,ENGLISH ROSE HOT WATER BOTTLE,4.0,4.25,17.0,0.679258,HIGH,ROUND_NUMBER,0.83852,Inspect for evidence of manual entry; agree to third-party documentation.
4160,TXN-01024196,581216,2011-12-08 09:06:00,16523,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,30.0,2.0799999237060547,62.4,0.679248,HIGH,SPLIT_AMOUNT,0.8385,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
4161,TXN-00437356,531771,2010-11-09 14:24:00,17738,United Kingdom,22740,POLKADOT PEN,48.0,0.8500000238418579,40.8,0.679238,HIGH,SPLIT_AMOUNT,0.83848,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
