country,year_month,n,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,mad,classification,obs12_10,obs12_11,obs12_12,obs12_13,obs12_14,obs12_15,obs12_16,obs12_17,obs12_18,obs12_19
Netherlands,2011-05,220,0.077778,0.133333,0.083333,0.077778,0.144444,0.083333,0.172222,0.033333,0.194444,0.076571,NONCONFORMING,0.069444,0.013889,0.037037,0.041667,0.046296,0.064815,0.037037,0.083333,0.018519,0.037037
Netherlands,2011-06,316,0.119617,0.138756,0.114833,0.114833,0.181818,0.08134,0.133971,0.023923,0.090909,0.056908,NONCONFORMING,0.076046,0.007605,0.038023,0.068441,0.08365,0.064639,0.045627,0.087452,0.011407,0.022814
Netherlands,2011-07,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.204626,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Netherlands,2011-08,279,0.169725,0.133028,0.119266,0.12844,0.155963,0.036697,0.091743,0.050459,0.114679,0.046886,NONCONFORMING,0.077206,0.025735,0.040441,0.058824,0.077206,0.047794,0.0,0.047794,0.018382,0.011029
Netherlands,2011-09,251,0.121212,0.116162,0.126263,0.09596,0.121212,0.090909,0.126263,0.070707,0.131313,0.053488,NONCONFORMING,0.052846,0.01626,0.044715,0.052846,0.044715,0.04878,0.03252,0.089431,0.036585,0.02439
Netherlands,2011-10,276,0.110048,0.15311,0.143541,0.095694,0.15311,0.057416,0.090909,0.047847,0.148325,0.05067,NONCONFORMING,0.096,0.028,0.092,0.06,0.052,0.06,0.02,0.032,0.028,0.032
Netherlands,2011-11,218,0.077419,0.096774,0.148387,0.16129,0.109677,0.103226,0.116129,0.096774,0.090323,0.067317,NONCONFORMING,0.06044,0.010989,0.049451,0.10989,0.082418,0.06044,0.010989,0.049451,0.038462,0.016484
Netherlands,2011-12,88,0.098592,0.15493,0.028169,0.140845,0.126761,0.056338,0.112676,0.084507,0.197183,0.073551,NONCONFORMING,0.057471,0.0,0.08046,0.011494,0.045977,0.022989,0.0,0.022989,0.045977,0.011494
Nigeria,2010-01,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.209335,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,2010-08,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194458,NONCONFORMING,0.666667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2009-12,21,0.0625,0.125,0.0625,0.0,0.375,0.0,0.1875,0.0625,0.125,0.114648,NONCONFORMING,0.105263,0.0,0.105263,0.052632,0.0,0.263158,0.0,0.157895,0.0,0.105263
Norway,2010-03,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.212054,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2010-08,8,0.0,0.0,0.0,0.0,0.0,0.5,0.333333,0.0,0.166667,0.18429,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.0
Norway,2010-09,53,0.083333,0.027778,0.166667,0.138889,0.333333,0.0,0.111111,0.0,0.138889,0.10758,NONCONFORMING,0.045455,0.022727,0.0,0.113636,0.113636,0.227273,0.0,0.090909,0.0,0.113636
Norway,2010-11,140,0.021053,0.094737,0.084211,0.084211,0.315789,0.094737,0.136842,0.0,0.168421,0.103536,NONCONFORMING,0.070312,0.007812,0.054688,0.046875,0.007812,0.117188,0.0,0.078125,0.0,0.039062
Norway,2010-12,148,0.088889,0.011111,0.311111,0.022222,0.3,0.022222,0.055556,0.0,0.188889,0.12225,NONCONFORMING,0.178571,0.0,0.0,0.185714,0.0,0.092857,0.014286,0.035714,0.0,0.0
Norway,2011-02,33,0.0,0.0,0.071429,0.0,0.321429,0.0,0.357143,0.035714,0.214286,0.157762,NONCONFORMING,0.0625,0.0,0.0,0.0,0.0,0.15625,0.0,0.3125,0.0,0.15625
Norway,2011-03,23,0.0,0.0,0.0,0.190476,0.142857,0.0,0.428571,0.095238,0.142857,0.148668,NONCONFORMING,0.0,0.0,0.0,0.0,0.130435,0.086957,0.0,0.347826,0.043478,0.130435
Norway,2011-06,166,0.066176,0.036765,0.139706,0.088235,0.301471,0.022059,0.132353,0.036765,0.176471,0.098251,NONCONFORMING,0.031447,0.031447,0.031447,0.069182,0.012579,0.194969,0.018868,0.09434,0.025157,0.056604
Norway,2011-07,49,0.0,0.16129,0.129032,0.096774,0.225806,0.096774,0.129032,0.0,0.16129,0.081582,NONCONFORMING,0.155556,0.0,0.111111,0.022222,0.044444,0.133333,0.066667,0.088889,0.0,0.111111
Norway,2011-08,78,0.044118,0.088235,0.191176,0.102941,0.220588,0.044118,0.132353,0.014706,0.161765,0.089788,NONCONFORMING,0.039474,0.0,0.065789,0.065789,0.065789,0.184211,0.026316,0.118421,0.0,0.144737
Norway,2011-09,208,0.073171,0.054878,0.134146,0.091463,0.219512,0.030488,0.134146,0.036585,0.22561,0.090121,NONCONFORMING,0.050505,0.005051,0.030303,0.080808,0.035354,0.141414,0.020202,0.080808,0.015152,0.045455
Norway,2011-10,120,0.060976,0.085366,0.121951,0.146341,0.231707,0.02439,0.146341,0.012195,0.170732,0.092285,NONCONFORMING,0.107843,0.009804,0.04902,0.019608,0.04902,0.107843,0.009804,0.098039,0.0,0.088235
Norway,2011-11,184,0.040816,0.081633,0.054422,0.102041,0.238095,0.054422,0.129252,0.07483,0.22449,0.09727,NONCONFORMING,0.061798,0.011236,0.033708,0.016854,0.02809,0.140449,0.02809,0.095506,0.005618,0.073034
Norway,2011-12,75,0.033898,0.118644,0.084746,0.135593,0.152542,0.101695,0.050847,0.118644,0.20339,0.082648,NONCONFORMING,0.042254,0.0,0.042254,0.056338,0.0,0.070423,0.042254,0.028169,0.0,0.028169
Poland,2009-12,22,0.133333,0.0,0.066667,0.0,0.4,0.0,0.2,0.0,0.2,0.137127,NONCONFORMING,0.055556,0.111111,0.0,0.055556,0.0,0.222222,0.0,0.166667,0.0,0.166667
Poland,2010-03,15,0.0,0.071429,0.142857,0.0,0.285714,0.071429,0.214286,0.0,0.214286,0.123057,NONCONFORMING,0.0,0.0,0.066667,0.066667,0.0,0.2,0.0,0.2,0.0,0.2
Poland,2010-06,25,0.043478,0.043478,0.086957,0.043478,0.173913,0.0,0.304348,0.086957,0.217391,0.121895,NONCONFORMING,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.28,0.08,0.16
Poland,2010-07,21,0.0,0.25,0.125,0.125,0.1875,0.0,0.0625,0.0,0.25,0.09314,NONCONFORMING,0.055556,0.0,0.222222,0.055556,0.111111,0.166667,0.0,0.055556,0.0,0.222222
Poland,2010-08,22,0.0,0.0,0.066667,0.066667,0.266667,0.2,0.333333,0.0,0.066667,0.137064,NONCONFORMING,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.25,0.0,0.05
Poland,2010-09,18,0.0,0.333333,0.066667,0.0,0.266667,0.133333,0.133333,0.0,0.066667,0.112748,NONCONFORMING,0.0,0.0,0.25,0.0625,0.0,0.1875,0.0,0.125,0.0,0.0625
Poland,2010-11,52,0.0,0.166667,0.055556,0.0,0.333333,0.027778,0.333333,0.027778,0.055556,0.119843,NONCONFORMING,0.215686,0.0,0.117647,0.039216,0.0,0.196078,0.019608,0.235294,0.019608,0.039216
Poland,2010-12,8,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.103308,NONCONFORMING,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Poland,2011-01,25,0.0,0.173913,0.043478,0.043478,0.26087,0.043478,0.304348,0.043478,0.086957,0.104276,NONCONFORMING,0.041667,0.0,0.125,0.0,0.041667,0.166667,0.0,0.291667,0.0,0.041667
Poland,2011-02,29,0.043478,0.173913,0.043478,0.043478,0.478261,0.043478,0.043478,0.0,0.130435,0.107502,NONCONFORMING,0.08,0.04,0.12,0.0,0.04,0.36,0.04,0.04,0.0,0.08
Poland,2011-03,9,0.142857,0.0,0.0,0.142857,0.571429,0.0,0.0,0.0,0.142857,0.141177,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111
Poland,2011-04,26,0.0,0.1,0.05,0.05,0.2,0.1,0.3,0.0,0.2,0.12225,NONCONFORMING,0.0,0.0,0.038462,0.0,0.0,0.038462,0.0,0.230769,0.0,0.038462
Poland,2011-05,72,0.052632,0.140351,0.017544,0.087719,0.298246,0.0,0.192982,0.0,0.210526,0.115294,NONCONFORMING,0.030303,0.015152,0.121212,0.015152,0.045455,0.151515,0.0,0.136364,0.0,0.121212
Poland,2011-06,16,0.0,0.166667,0.0,0.0,0.333333,0.083333,0.25,0.0,0.166667,0.129657,NONCONFORMING,0.071429,0.0,0.142857,0.0,0.0,0.142857,0.071429,0.214286,0.0,0.071429
Poland,2011-07,34,0.071429,0.071429,0.035714,0.071429,0.25,0.035714,0.214286,0.0,0.25,0.118079,NONCONFORMING,0.033333,0.033333,0.066667,0.0,0.033333,0.066667,0.033333,0.2,0.0,0.166667
Poland,2011-08,17,0.0,0.0,0.083333,0.166667,0.333333,0.166667,0.25,0.0,0.0,0.136808,NONCONFORMING,0.176471,0.0,0.0,0.0,0.0,0.176471,0.117647,0.176471,0.0,0.0
Poland,2011-09,30,0.083333,0.0,0.041667,0.125,0.333333,0.125,0.208333,0.041667,0.041667,0.10903,NONCONFORMING,0.071429,0.035714,0.0,0.0,0.035714,0.285714,0.107143,0.178571,0.035714,0.035714
Poland,2011-11,73,0.035088,0.087719,0.017544,0.105263,0.245614,0.035088,0.210526,0.070175,0.192982,0.109682,NONCONFORMING,0.060606,0.015152,0.045455,0.015152,0.045455,0.151515,0.015152,0.181818,0.045455,0.151515
Portugal,2009-12,102,0.058824,0.070588,0.070588,0.105882,0.235294,0.070588,0.211765,0.047059,0.129412,0.090256,NONCONFORMING,0.068627,0.0,0.019608,0.058824,0.058824,0.107843,0.019608,0.147059,0.0,0.039216
Portugal,2010-01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155327,NONCONFORMING,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,2010-02,28,0.15,0.05,0.1,0.05,0.35,0.05,0.2,0.05,0.0,0.091739,NONCONFORMING,0.192308,0.115385,0.038462,0.0,0.038462,0.269231,0.0,0.153846,0.0,0.0
Portugal,2010-03,98,0.12987,0.064935,0.090909,0.116883,0.272727,0.012987,0.12987,0.064935,0.116883,0.08229,NONCONFORMING,0.085106,0.021277,0.042553,0.06383,0.053191,0.138298,0.010638,0.085106,0.0,0.021277
Portugal,2010-04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.197968,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,2010-05,27,0.0,0.166667,0.0,0.041667,0.333333,0.041667,0.208333,0.0,0.208333,0.126016,NONCONFORMING,0.0,0.0,0.083333,0.0,0.041667,0.166667,0.041667,0.166667,0.0,0.166667
Portugal,2010-06,155,0.039683,0.166667,0.103175,0.071429,0.222222,0.087302,0.134921,0.02381,0.150794,0.076747,NONCONFORMING,0.082759,0.006897,0.124138,0.082759,0.041379,0.186207,0.041379,0.117241,0.0,0.103448
Portugal,2010-07,16,0.0,0.214286,0.071429,0.0,0.285714,0.071429,0.285714,0.0,0.071429,0.11169,NONCONFORMING,0.0,0.0,0.142857,0.071429,0.0,0.285714,0.0,0.285714,0.0,0.071429
Portugal,2010-08,25,0.0,0.043478,0.086957,0.043478,0.26087,0.043478,0.26087,0.043478,0.217391,0.1236,NONCONFORMING,0.041667,0.0,0.041667,0.041667,0.041667,0.25,0.0,0.25,0.0,0.208333
Portugal,2010-09,154,0.045045,0.063063,0.072072,0.081081,0.225225,0.063063,0.279279,0.045045,0.126126,0.099489,NONCONFORMING,0.138686,0.021898,0.014599,0.036496,0.058394,0.175182,0.021898,0.218978,0.0,0.065693
Portugal,2010-10,162,0.073394,0.100917,0.091743,0.091743,0.165138,0.082569,0.266055,0.0,0.12844,0.087183,NONCONFORMING,0.198582,0.021277,0.056738,0.042553,0.042553,0.085106,0.035461,0.205674,0.0,0.099291
Portugal,2010-11,216,0.035088,0.061404,0.157895,0.04386,0.210526,0.122807,0.140351,0.035088,0.192982,0.099943,NONCONFORMING,0.110294,0.014706,0.036765,0.088235,0.029412,0.125,0.073529,0.117647,0.0,0.110294
Portugal,2010-12,116,0.019231,0.038462,0.019231,0.038462,0.365385,0.115385,0.201923,0.028846,0.173077,0.134643,NONCONFORMING,0.035398,0.00885,0.017699,0.00885,0.026549,0.283186,0.097345,0.185841,0.0,0.141593
Portugal,2011-01,120,0.024096,0.048193,0.156627,0.108434,0.26506,0.096386,0.204819,0.0,0.096386,0.10133,NONCONFORMING,0.072727,0.009091,0.027273,0.045455,0.045455,0.127273,0.018182,0.145455,0.0,0.036364
Portugal,2011-02,57,0.0,0.023256,0.0,0.139535,0.395349,0.093023,0.162791,0.023256,0.162791,0.134823,NONCONFORMING,0.113208,0.0,0.0,0.0,0.113208,0.264151,0.075472,0.09434,0.0,0.09434
Portugal,2011-03,115,0.021739,0.076087,0.119565,0.054348,0.304348,0.043478,0.184783,0.065217,0.130435,0.100155,NONCONFORMING,0.055556,0.0,0.055556,0.046296,0.037037,0.194444,0.0,0.138889,0.018519,0.046296
Portugal,2011-04,78,0.103448,0.034483,0.068966,0.034483,0.206897,0.068966,0.258621,0.034483,0.189655,0.105391,NONCONFORMING,0.029412,0.029412,0.014706,0.014706,0.014706,0.117647,0.044118,0.191176,0.029412,0.088235
Portugal,2011-05,76,0.166667,0.166667,0.0,0.25,0.333333,0.0,0.0,0.0,0.083333,0.098849,NONCONFORMING,0.0,0.083333,0.083333,0.0,0.041667,0.083333,0.0,0.0,0.0,0.041667
Portugal,2011-06,48,0.0,0.052632,0.078947,0.078947,0.236842,0.236842,0.105263,0.0,0.210526,0.11991,NONCONFORMING,0.022222,0.0,0.022222,0.044444,0.044444,0.177778,0.2,0.088889,0.0,0.177778
Portugal,2011-07,89,0.131148,0.04918,0.196721,0.065574,0.180328,0.081967,0.114754,0.0,0.180328,0.084285,NONCONFORMING,0.038462,0.012821,0.012821,0.025641,0.0,0.115385,0.064103,0.089744,0.0,0.089744
Portugal,2011-08,43,0.193548,0.16129,0.096774,0.0,0.129032,0.032258,0.129032,0.032258,0.225806,0.066876,NONCONFORMING,0.232558,0.0,0.0,0.0,0.0,0.093023,0.023256,0.093023,0.023256,0.0
Portugal,2011-09,75,0.017544,0.052632,0.105263,0.140351,0.210526,0.140351,0.175439,0.017544,0.140351,0.102273,NONCONFORMING,0.111111,0.013889,0.041667,0.069444,0.083333,0.138889,0.083333,0.138889,0.013889,0.111111
Portugal,2011-10,415,0.049383,0.074074,0.111111,0.135802,0.197531,0.080247,0.17284,0.006173,0.17284,0.091661,NONCONFORMING,0.148148,0.018519,0.046296,0.027778,0.064815,0.087963,0.055556,0.125,0.0,0.078704
Portugal,2011-11,141,0.035294,0.082353,0.058824,0.129412,0.164706,0.152941,0.164706,0.047059,0.164706,0.095485,NONCONFORMING,0.095238,0.019048,0.038095,0.028571,0.047619,0.104762,0.095238,0.12381,0.019048,0.085714
Portugal,2011-12,104,0.05,0.075,0.1125,0.125,0.2375,0.1125,0.0875,0.0375,0.1625,0.084047,NONCONFORMING,0.033708,0.022472,0.05618,0.044944,0.033708,0.089888,0.067416,0.078652,0.011236,0.033708
RSA,2010-02,65,0.0,0.08,0.16,0.0,0.34,0.04,0.26,0.0,0.12,0.12714,NONCONFORMING,0.166667,0.0,0.066667,0.133333,0.0,0.283333,0.033333,0.216667,0.0,0.1
RSA,2010-10,38,0.058824,0.117647,0.176471,0.058824,0.058824,0.117647,0.235294,0.058824,0.117647,0.079799,NONCONFORMING,0.047619,0.047619,0.0,0.095238,0.0,0.0,0.0,0.0,0.0,0.0
RSA,2010-11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.200687,NONCONFORMING,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RSA,2011-10,58,0.021739,0.086957,0.065217,0.130435,0.282609,0.173913,0.086957,0.021739,0.130435,0.10168,NONCONFORMING,0.074074,0.018519,0.055556,0.055556,0.055556,0.148148,0.148148,0.074074,0.0,0.074074
Saudi Arabia,2011-02,9,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,0.0,0.428571,0.199167,NONCONFORMING,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.375
Singapore,2010-04,38,0.129032,0.032258,0.096774,0.16129,0.225806,0.0,0.129032,0.032258,0.193548,0.095519,NONCONFORMING,0.0,0.0,0.0,0.0,0.078947,0.078947,0.0,0.078947,0.0,0.0
Singapore,2010-09,85,0.03125,0.0625,0.046875,0.09375,0.28125,0.03125,0.1875,0.046875,0.21875,0.112127,NONCONFORMING,0.061728,0.0,0.024691,0.012346,0.037037,0.185185,0.012346,0.08642,0.012346,0.098765
Singapore,2011-01,62,0.1,0.1,0.2,0.04,0.28,0.02,0.14,0.02,0.1,0.091585,NONCONFORMING,0.051724,0.0,0.0,0.068966,0.0,0.137931,0.0,0.086207,0.0,0.051724
Singapore,2011-04,58,0.27907,0.093023,0.093023,0.023256,0.186047,0.023256,0.116279,0.046512,0.139535,0.05754,NONCONFORMING,0.052632,0.0,0.035088,0.017544,0.0,0.035088,0.017544,0.035088,0.035088,0.017544
Singapore,2011-07,75,0.191489,0.106383,0.12766,0.021277,0.106383,0.06383,0.12766,0.021277,0.234043,0.063972,NONCONFORMING,0.044118,0.0,0.029412,0.0,0.014706,0.014706,0.029412,0.029412,0.0,0.014706
Singapore,2011-10,34,0.076923,0.076923,0.038462,0.0,0.269231,0.346154,0.076923,0.038462,0.076923,0.115412,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.151515,0.272727,0.060606,0.030303,0.0
Spain,2009-12,236,0.027933,0.122905,0.089385,0.027933,0.290503,0.03352,0.189944,0.01676,0.201117,0.110808,NONCONFORMING,0.051643,0.004695,0.084507,0.028169,0.0,0.103286,0.00939,0.117371,0.00939,0.075117
Spain,2010-01,126,0.117647,0.147059,0.117647,0.029412,0.294118,0.014706,0.205882,0.0,0.073529,0.0868,NONCONFORMING,0.074074,0.061728,0.098765,0.049383,0.012346,0.17284,0.0,0.123457,0.0,0.024691
Spain,2010-02,28,0.142857,0.0,0.0,0.0,0.571429,0.142857,0.142857,0.0,0.0,0.145116,NONCONFORMING,0.173913,0.0,0.0,0.0,0.0,0.26087,0.0,0.086957,0.0,0.0
Spain,2010-03,89,0.056604,0.056604,0.188679,0.075472,0.320755,0.056604,0.188679,0.0,0.056604,0.0993,NONCONFORMING,0.162162,0.013514,0.027027,0.121622,0.013514,0.162162,0.013514,0.121622,0.0,0.013514
Spain,2010-04,31,0.043478,0.043478,0.086957,0.086957,0.26087,0.173913,0.26087,0.0,0.043478,0.109229,NONCONFORMING,0.0,0.037037,0.0,0.037037,0.074074,0.222222,0.037037,0.222222,0.0,0.037037
Spain,2010-05,75,0.035714,0.053571,0.178571,0.142857,0.232143,0.035714,0.196429,0.0,0.125,0.104494,NONCONFORMING,0.097222,0.027778,0.041667,0.069444,0.027778,0.111111,0.027778,0.138889,0.0,0.069444
Spain,2010-06,25,0.0,0.0,0.1875,0.0625,0.1875,0.0625,0.3125,0.0625,0.125,0.114662,NONCONFORMING,0.24,0.0,0.0,0.04,0.0,0.04,0.0,0.16,0.04,0.04
Spain,2010-07,71,0.081081,0.108108,0.108108,0.081081,0.351351,0.027027,0.162162,0.054054,0.027027,0.084276,NONCONFORMING,0.259259,0.037037,0.055556,0.055556,0.037037,0.222222,0.018519,0.111111,0.0,0.018519
Spain,2010-08,58,0.030303,0.151515,0.181818,0.090909,0.30303,0.121212,0.060606,0.0,0.060606,0.078324,NONCONFORMING,0.162791,0.0,0.023256,0.093023,0.023256,0.139535,0.069767,0.046512,0.0,0.023256
Spain,2010-09,171,0.008403,0.058824,0.12605,0.042017,0.344538,0.05042,0.193277,0.02521,0.151261,0.112724,NONCONFORMING,0.165605,0.006369,0.025478,0.070064,0.025478,0.229299,0.006369,0.146497,0.0,0.070064
Spain,2010-10,203,0.081818,0.063636,0.109091,0.072727,0.245455,0.054545,0.209091,0.036364,0.127273,0.088642,NONCONFORMING,0.128571,0.028571,0.028571,0.042857,0.014286,0.15,0.014286,0.121429,0.0,0.028571
Spain,2010-11,82,0.063492,0.047619,0.095238,0.079365,0.222222,0.079365,0.206349,0.015873,0.190476,0.099675,NONCONFORMING,0.063291,0.0,0.025316,0.025316,0.025316,0.088608,0.012658,0.139241,0.0,0.088608
Spain,2010-12,74,0.096774,0.129032,0.064516,0.129032,0.129032,0.064516,0.0,0.0,0.387097,0.09407,NONCONFORMING,0.029412,0.058824,0.117647,0.029412,0.088235,0.058824,0.058824,0.0,0.0,0.176471
Spain,2011-01,394,0.055556,0.083333,0.087302,0.09127,0.234127,0.051587,0.230159,0.027778,0.138889,0.093388,NONCONFORMING,0.061644,0.041096,0.065068,0.034247,0.065068,0.171233,0.034247,0.184932,0.003425,0.10274
Spain,2011-02,102,0.025,0.0875,0.0,0.075,0.4375,0.025,0.2125,0.0125,0.125,0.131571,NONCONFORMING,0.104167,0.020833,0.0625,0.0,0.052083,0.302083,0.010417,0.166667,0.0,0.0625
Spain,2011-03,205,0.02439,0.079268,0.115854,0.04878,0.29878,0.054878,0.195122,0.018293,0.164634,0.10569,NONCONFORMING,0.10101,0.005051,0.050505,0.070707,0.030303,0.207071,0.040404,0.156566,0.005051,0.090909
Spain,2011-04,97,0.0,0.071429,0.114286,0.142857,0.157143,0.171429,0.214286,0.0,0.128571,0.103889,NONCONFORMING,0.152174,0.0,0.043478,0.043478,0.076087,0.108696,0.119565,0.141304,0.0,0.076087
Spain,2011-05,107,0.026667,0.053333,0.16,0.013333,0.293333,0.026667,0.16,0.04,0.226667,0.118251,NONCONFORMING,0.163265,0.020408,0.030612,0.05102,0.010204,0.153061,0.0,0.071429,0.0,0.102041
Spain,2011-06,183,0.062016,0.162791,0.046512,0.03876,0.162791,0.170543,0.193798,0.069767,0.093023,0.086421,NONCONFORMING,0.061644,0.034247,0.10274,0.034247,0.013699,0.130137,0.130137,0.164384,0.027397,0.054795
Spain,2011-07,175,0.021505,0.107527,0.11828,0.139785,0.225806,0.075269,0.16129,0.010753,0.139785,0.087811,NONCONFORMING,0.1,0.009091,0.045455,0.081818,0.054545,0.127273,0.036364,0.081818,0.0,0.063636
Spain,2011-08,247,0.084211,0.115789,0.105263,0.136842,0.189474,0.063158,0.136842,0.010526,0.157895,0.075825,NONCONFORMING,0.089286,0.044643,0.098214,0.080357,0.080357,0.125,0.035714,0.098214,0.0,0.053571
Spain,2011-09,248,0.031915,0.053191,0.101064,0.117021,0.154255,0.138298,0.239362,0.015957,0.148936,0.100241,NONCONFORMING,0.096916,0.022026,0.044053,0.048458,0.035242,0.110132,0.101322,0.198238,0.0,0.088106
Spain,2011-10,311,0.043011,0.096774,0.102151,0.080645,0.225806,0.086022,0.172043,0.043011,0.150538,0.085451,NONCONFORMING,0.085106,0.012766,0.046809,0.046809,0.038298,0.13617,0.046809,0.12766,0.021277,0.110638
Spain,2011-11,308,0.035897,0.123077,0.046154,0.117949,0.215385,0.061538,0.220513,0.035897,0.14359,0.092799,NONCONFORMING,0.096234,0.020921,0.087866,0.016736,0.041841,0.096234,0.037657,0.167364,0.016736,0.062762
Spain,2011-12,55,0.142857,0.0,0.142857,0.0,0.0,0.0,0.428571,0.285714,0.0,0.138458,NONCONFORMING,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0
Sweden,2009-12,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.207345,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2010-01,19,0.285714,0.0,0.285714,0.071429,0.142857,0.0,0.0,0.071429,0.142857,0.075962,NONCONFORMING,0.0,0.0,0.0,0.235294,0.0,0.0,0.0,0.0,0.058824,0.0
Sweden,2010-02,85,0.038462,0.173077,0.211538,0.096154,0.115385,0.115385,0.076923,0.0,0.173077,0.070554,NONCONFORMING,0.129412,0.011765,0.105882,0.117647,0.0,0.070588,0.011765,0.035294,0.0,0.011765
Sweden,2010-03,71,0.056604,0.169811,0.09434,0.037736,0.207547,0.018868,0.320755,0.0,0.09434,0.097714,NONCONFORMING,0.15942,0.043478,0.072464,0.028986,0.014493,0.072464,0.0,0.231884,0.0,0.043478
Sweden,2010-04,142,0.14876,0.132231,0.157025,0.066116,0.165289,0.107438,0.066116,0.024793,0.132231,0.056285,NONCONFORMING,0.035714,0.085714,0.078571,0.057143,0.057143,0.035714,0.035714,0.042857,0.0,0.0
Sweden,2010-05,31,0.2,0.1,0.1,0.15,0.0,0.15,0.0,0.0,0.3,0.086752,NONCONFORMING,0.096774,0.0,0.064516,0.032258,0.096774,0.0,0.064516,0.0,0.0,0.0
Sweden,2010-06,40,0.0,0.043478,0.086957,0.0,0.26087,0.043478,0.434783,0.0,0.130435,0.142924,NONCONFORMING,0.147059,0.0,0.029412,0.0,0.0,0.029412,0.0,0.205882,0.0,0.088235
Sweden,2010-07,63,0.09434,0.132075,0.169811,0.09434,0.188679,0.018868,0.113208,0.0,0.188679,0.078335,NONCONFORMING,0.080645,0.032258,0.112903,0.096774,0.048387,0.112903,0.0,0.096774,0.0,0.145161
Sweden,2010-08,152,0.027273,0.081818,0.145455,0.090909,0.309091,0.009091,0.190909,0.009091,0.136364,0.105322,NONCONFORMING,0.166667,0.020833,0.055556,0.104167,0.069444,0.201389,0.006944,0.145833,0.0,0.083333
Sweden,2010-09,34,0.0,0.034483,0.37931,0.068966,0.172414,0.0,0.241379,0.034483,0.068966,0.123156,NONCONFORMING,0.029412,0.0,0.029412,0.323529,0.0,0.029412,0.0,0.205882,0.0,0.029412
Sweden,2010-10,205,0.027778,0.125,0.138889,0.055556,0.201389,0.027778,0.222222,0.006944,0.194444,0.099795,NONCONFORMING,0.136364,0.015152,0.070707,0.070707,0.030303,0.116162,0.010101,0.151515,0.005051,0.106061
Sweden,2010-11,57,0.057143,0.142857,0.057143,0.085714,0.371429,0.028571,0.028571,0.0,0.228571,0.105569,NONCONFORMING,0.145455,0.0,0.090909,0.036364,0.018182,0.163636,0.018182,0.018182,0.0,0.109091
Sweden,2010-12,27,0.181818,0.090909,0.227273,0.136364,0.136364,0.045455,0.090909,0.045455,0.045455,0.05153,NONCONFORMING,0.0,0.111111,0.074074,0.185185,0.074074,0.111111,0.037037,0.074074,0.037037,0.037037
Sweden,2011-01,34,0.105263,0.0,0.052632,0.0,0.368421,0.105263,0.157895,0.157895,0.052632,0.120239,NONCONFORMING,0.212121,0.060606,0.0,0.0,0.0,0.060606,0.060606,0.060606,0.090909,0.0
Sweden,2011-02,12,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.088431,NONCONFORMING,0.25,0.166667,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2011-03,35,0.04,0.04,0.2,0.12,0.2,0.08,0.04,0.2,0.08,0.092247,NONCONFORMING,0.029412,0.0,0.029412,0.117647,0.029412,0.088235,0.0,0.0,0.147059,0.0
Sweden,2011-04,34,0.0,0.034483,0.137931,0.068966,0.482759,0.206897,0.034483,0.0,0.034483,0.123671,NONCONFORMING,0.03125,0.0,0.03125,0.0,0.03125,0.28125,0.1875,0.03125,0.0,0.03125
